cidade;nome_do_bar;endereco;imagem_prato;pagina_url
Recife;Espetinho da Ceça;Rua Chã de Alegria, 235 | Bomba do Hemetério, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091135/espetinho_da_ceca_espetinho_gourmet_da_ceca_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/espetinho-da-ceca/
Recife;Espetinho no Prato;R. Cruzeiro do Forte, 574 | Boa Viagem, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091237/espetinho_no_prato_arrumadinho_diferente_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/4090-revision-v1/
Recife;Esquina 85;Rua do Machado, 85 | Arruda, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091239/esquina_85_benzadeus_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/esquina-85/
Recife;Esquina do Malte;Av. Tenente Felipe Bandeira de Melo, 97 C | Areias, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091240/esquina_do_malte_o_sertao_vai_virar_mar_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/10369-revision-v1/
Recife;Fulô Comedoria;Estrada de Belém, 164 | Encruzilhada, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091242/fulo_comedoria_rua_da_coragem_recife_2026_frederico_lobo_01_2_.jpg;https://comidadibuteco.com.br/buteco/fulo-comedoria/
Recife;Kitanda Mangangá;R. São Fidélis, 9 - UR 02 | Cohab, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091243/kitanda_manganga_nossa_praia_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/kitanda-manganga/
Recife;Lambarice Cozinha Bar;Rua Larga do Feitosa, 143 | Encruzilhada, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091345/lambarice_cozinha_bar_rolinho_de_couve_croc_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/lambarice-cozinha-bar/
Recife;Llamita Empanadas y Bar;Rua das Pernambucanas, 30 | Graças, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091346/llamita_empanadas_y_bar_empanaditas_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/llamita-empanadas-y-bar/
Recife;Maria Maria’s;Rua Coronel Mário Libório, 322 | Campina do Barreto, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091348/maria_marias_encanto_da_maria_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/maria-marias/
Recife;MB Cantina de Fogo;R. Bezerra da Palma, 213 | Aldeia, Camaragibe - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091349/mb_cantina_de_fogo_sanduchao_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/mb-cantina-de-fogo/
Recife;Muamba Comida y Gorós;Rua Leopoldino Silva, 100 | Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091350/muamba_comida_y_goros_puerco_loco_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/muamba-comida-y-goros/
Recife;Na Casa D’Mãe;Avenida Fagundes Varela, 617 | Jardim Atlântico, Olinda - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091452/na_casa_dmae_charuto_de_couve_folha_com_rabada_e_alho_poro_recife_2026_frederico_lobo_02.jpg;https://comidadibuteco.com.br/buteco/na-casa-dmae/
Recife;No Meu Quintal Comida Boa;R. Miguel Romã de Abreu e Lima, 59 - Jaboatão dos Guararapes - PE, 54410-200;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091453/no_meu_quintal_comida_boa_poro_com_borogodo_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/no-meu-quintal-comida-boa/
Recife;Quina da Linguiça;Rua Bulandy, 620  | Várzea, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091454/quina_da_linguica_pe_de_linguica_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/quina-da-linguica/
Recife;Quintal do Maninho;R. Cônego Romeu, 142 | Boa Viagem, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091456/quintal_do_maninho_desfiado_arretado_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/quintal-do-maninho/
Recife;Quintal Gaúcho Comedoria;R. José Nunes da Cunha, 4592 | Candeias, Jaboatão dos Guararapes - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091457/quintal_gaucho_comedoria_role_nordestino_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/quintal-gaucho-comedoria/
Recife;Raffa Beer;Av. Hélio Falcão, 577 | Boa Viagem, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091558/rafabeer_se_avexe_nao_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/raffa-beer/
Recife;Seu Peu Gastropub;R. Carneiro Vilela, 665 | Aflitos, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091600/seu_peu_trio_botequeiro_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/seu-peu-gastropub/
Recife;Vieira Bar e Restaurante;R. Araguari, 47 | Brasília Teimosa, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09091604/vieira_restaurante_bar_camarao_mar_e_terra_recife_2026_frederico_lobo_01.jpg;https://comidadibuteco.com.br/buteco/vieira-bar-e-restaurante/
Recife;Vila Bodega;R. Treinador Cláudio Coutinho, 104 | Tamarineira, Recife - PE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/02/12060043/cdb26_kv.png;https://comidadibuteco.com.br/buteco/vila-bodega/
Ribeirão Preto;Allelos Bar;R. Dr. Saraiba, 32 | Bonfim Paulista, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09051634/allelosbar_bolinhotaniamara_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/allelos-bar/
Ribeirão Preto;Bar A Toca;R. Domingos Padovan, 1540 | Jardim Anhanguera, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09051637/baratoca_tombeinobolinho_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/bar-a-toca/
Ribeirão Preto;Bar da Dona Celina;R. José Aissum, 125 | Parque dos Bandeirantes, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09051639/bardadonacelina_berinjelasuprema_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/3565-revision-v1/
Ribeirão Preto;Bar da Duque;R. Duque de Caxias, 1211 | Centro, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09051742/bardaduque_tesourodaduquesa_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/bar-da-duque/
Ribeirão Preto;Bar da Patroa;R. Professor Pedreira de Freitas, 564 | Parque Ribeirão Preto, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09051747/bardapatroa_coxinhadefeijuka_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/bar-da-patroa/
Ribeirão Preto;Bar do Gil;Rua Franca, 432 | Jardim Paulista, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09051749/bardogil_tiradelombo_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/3123-revision-v1/
Ribeirão Preto;Bar do Jefferson;R. Edgard Patrick, 20 | Jardim São José, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09051752/bardojefferson_mammamia_ribeiraopreto_2026_renataprado4.jpg;https://comidadibuteco.com.br/buteco/bar-do-jefferson/
Ribeirão Preto;Bar do Lê;Rua Capitão Salomão, 1439 - Campos Elísios, Ribeirão Preto;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09051854/bardole_tulipinha_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/bar-do-le/
Ribeirão Preto;Bar do Renato;R. Contabilista Marcos Mendonça Coelho, 830 | Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/17104434/bardorenato_macacosmemordam_ribeiraopreto_2026_renataprado2.jpg.jpeg;https://comidadibuteco.com.br/buteco/bar-do-renato/
Ribeirão Preto;Bar Dona Helena;R. Guido Borsaro, 625 | Parque dos Bandeirantes, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09051900/bardonahelena_altatensao_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/bar-dona-helena/
Ribeirão Preto;Bar Empório Paulistano;Rua Cesário Motta, 1469 | Jardim Paulistano, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09051903/baremporiopaulistano_espetindopopeye_ribeiraopreto_2026_renataprado2.jpg;https://comidadibuteco.com.br/buteco/bar-emporio-paulistano/
Ribeirão Preto;BarBaridade Espeto & Bar;R. João Bim, 712 | Campos Elíseos, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09051906/barbaridadeespetobar_palitosdobarbaridade_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/barbaridade-espeto-bar-2/
Ribeirão Preto;Benrico Empório Bar;R. Aníbal Vercesi, 246 | Bonfim Paulista, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052008/benricoemporiobar_opiniaodacasa_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/benrico-emporio-bar/
Ribeirão Preto;Botekus Bar;Av. do Café, 166 | Vila Tibério, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052011/botekusbar_triobotekusbar_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/botekus-bar/
Ribeirão Preto;Buteco do Maranhão e Cia.;R. Antônio Aché, 769 | Jardim Irajá, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052014/butecodomaranhaoecia_rabiconomaranhao_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/buteco-do-maranhao-e-cia-2/
Ribeirão Preto;Butiquim do Ziriguidum;R. Onze de Agosto, 1978 - , Campos Elísios, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052016/butiquimdoziriguidum_triocaipira_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/butiquim-do-ziriguidum/
Ribeirão Preto;Choperia Dus Mineiros;Av. Doutor Plínio de Castro Prado, 1000 | Jardim Palma Travassos, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052018/choperiadusmineiros_popeyedumineiro_ribeiraopreto_2026_renataprado2.jpg;https://comidadibuteco.com.br/buteco/choperia-dus-mineiros/
Ribeirão Preto;Covil do Lobo;R. Piracicaba, 1825 | Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09051632/covildolobo_falafeldetremocoeorapronobis_ribeiraopreto_2026_renataprado2.jpg;https://comidadibuteco.com.br/buteco/covil-do-lobo/
Ribeirão Preto;Da Villa Torresmos;R. Ipanema, 746 |  Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052121/davillatorresmos_tttorresmotropical_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/da-villa-torresmos/
Ribeirão Preto;Dimais Espetos Bar;R. Antônio Fregonesi, 676 | Jardim Manoel Penna, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052123/dimaisespetosbar_potinhocaipiragoumet_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/dimais-espetos-bar/
Ribeirão Preto;Empório Mobiglia;R. Saldanha Marinho, 1136 | Centro, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052126/emporiomobiglia_classicosdomarcelino_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/9634-revision-v1/
Ribeirão Preto;Esquina do Zé;R. Lafaiete, 1045 | Centro, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052129/esquinadoze_pasteldealhoporoccreamcheese_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/esquina-do-ze/
Ribeirão Preto;Fazendeiro Grill;R. Henrique Dumont, 1265 | Jardim Paulista, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052131/fazendeirogrill_ouricodomato_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/fazendeiro-grill/
Ribeirão Preto;Federal Bar;R. Daniel Kujawski, 930 | Jardim Macedo, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052234/federalbar_incrivelrulcula_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/federal-bar/
Ribeirão Preto;Guadalupe Café;Rua Visconde do Rio Branco, 710 | Centro, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/02/12060043/cdb26_kv.png;https://comidadibuteco.com.br/buteco/guadalupe-cafe/
Ribeirão Preto;Mares Peixe Bar;R. Luiz Barreto, 273 | Campos Elíseos, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052237/marespeixebar_medalhaodebuteco_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/mares-peixe-bar/
Ribeirão Preto;Mixturinha Bar;R. Sérgio Aché, 71 | Planalto Verde, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052239/mixturinhabar_cevichecomcrispydealhoporo_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/mixturinha-bar/
Ribeirão Preto;Primo (O rei da berinjela);R. São José, 610 | Centro, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052241/primooreidaberinjela_escarballfit_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/primo-o-rei-da-berinjela/
Ribeirão Preto;Renato’s Bar;R. Piracicaba, 760 | Jardim Paulista, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052244/renatosbar_brusquetabotapramoer_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/renatos-bar/
Ribeirão Preto;Sem Fronteiras;R. Américo Brasiliense, 1193 | Centro, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052346/semfronteiras_despachito_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/sem-fronteiras/
Ribeirão Preto;Toca da Pantera;Rua Santos Dumont, 980 | Vila Tibério, Ribeirão Preto - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09052348/tocadapantera_bolotinhatocadapantera_ribeiraopreto_2026_renataprado1.jpg;https://comidadibuteco.com.br/buteco/toca-da-pantera/
Rio de Janeiro - Baixada Fluminense;Adegadega;R. Juiz Aderbal de Oliveira, 209  | Centro, São João de Meriti - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09054906/adegadega_perolarosadomar_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/adegadega/
Rio de Janeiro - Baixada Fluminense;Bar Cevina Lounge;Rod. Washington Luiz, 2500 | Pq. Duque de Caxias, Duque de Caxias - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09054915/barcevinalounge_baudafelicidade_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-cevina-lounge/
Rio de Janeiro - Baixada Fluminense;Bar do Diretor;R. Major Correia de Melo, 353 | Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09054923/bardodiretor_sanduichedecarneloucacrocante_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-do-diretor/
Rio de Janeiro - Baixada Fluminense;Bar Parada 16;R. Deputado Sá Rego, 289  | Vila São Luís, Duque de Caxias - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09054932/barparada16_sabordasaudade_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-parada-16/
Rio de Janeiro - Baixada Fluminense;Beer Soccer Club;R. Passo da Pátria, 228 - Loja | Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055040/beersoccerclub_hat-trickdecamaraonacestinhacrocantes_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/beer-soccer-club/
Rio de Janeiro - Baixada Fluminense;Bela Gastrobar;Av. Presidente Lincoln, 263 | Jardim Meriti, São João de Meriti - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055049/belagastrobar_belacrocancia_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bela-gastrobar/
Rio de Janeiro - Baixada Fluminense;Boteco Du nada;Rua Caburi, 60 | Califórnia, Nova Iguaçu - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055057/botecodunada_naquelamesacomseujoaquim_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/boteco-du-nada/
Rio de Janeiro - Baixada Fluminense;Calçadas Grill;R. Estudante Galdêncio Miguel, 530 | Centro, São João de Meriti - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055105/calcadasgril_pirulitodebacalhau_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/calcadas-grill/
Rio de Janeiro - Baixada Fluminense;Camarão da Lu;R. Alberto Teixeira da Cunha, 1046  | Centro, Nilópolis - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055113/camaraodalu_raizesdalu_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/camarao-da-lu/
Rio de Janeiro - Baixada Fluminense;Chopperia do Baixinho;Av. Automóvel Clube, 2697 | Vilar dos Teles, São João de Meriti - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055222/chopperiadobaixinho_porconzola_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/chopperia-do-baixinho/
Rio de Janeiro - Baixada Fluminense;Edinho do Caranguejo;R. Humberto de Campos, 143  | Centro, Duque de Caxias - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055230/edinhodocaranguejo_marealta_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/5874-revision-v1/
Rio de Janeiro - Baixada Fluminense;King’s Bar;R. Estudante Eliane Castanheira, 808  | Centro, São João de Meriti - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055245/king_sbar_tacomigo_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/kings-bar/
Rio de Janeiro - Baixada Fluminense;Massaretto Bar;Av. Carioca, 181 -| Vila Rosali, São João de Meriti - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055253/massaretobar_couvequetequerocarne_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/massaretto-bar/
Rio de Janeiro - Baixada Fluminense;Nosso Canto;R. Genuíno Siqueira, 1395 - Loja | Jardim Meriti, São João de Meriti - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055401/nossocanto_prapedirmusicanofantastico_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/nosso-canto/
Rio de Janeiro - Baixada Fluminense;Panela Velha Gastronomia;Estr. Vereador Oscar Dias Oliveira, 210 | Vila São Sebastião, Duque de Caxias - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055409/panelavelhagastronomia_xerife_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/panela-velha-gastronomia/
Rio de Janeiro - Baixada Fluminense;Pasta da Nonna;Avenida Brasil, 367 | Vila São Luís, Duque de Caxias - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055417/pastadanonna_ninhodanonna_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/pasta-da-nonna/
Rio de Janeiro - Baixada Fluminense;Tainá Gourmet;Av. Expedicionário José Amaro, 838 | Vila São Luís, Duque de Caxias - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055425/tainagourmet_flordeboteco_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/taina-gourmet/
Rio de Janeiro - Baixada Fluminense;Tiririkas Grill;R. Dr. Manuel Reis, 910 - Pça. Osmar S. de Carvalho | Centro, Nilópolis - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055534/tiririkasgrill_cupimnabengaladotiririkas_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/tiririkas-grill/
Rio de Janeiro - Baixada Fluminense;Tsuba Izakaya;R. Joaquim Cardoso de Matos, 745 | Luz, Nova Iguaçu - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055542/tsubaizakaya_guiozabokchoy_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/tsuba-izakaya/
Rio de Janeiro - Baixada Fluminense;Villa 182 Gastronomia;R. José Amaro, 812 Duque de Caxias - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09055548/villa182_porcoloko_baixada_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/villa-182-gastronomia/
Rio de Janeiro - Capital;Alvoroço;Estrada dos Bandeirantes, 7967 | Jacarepaguá, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081559/alvoroco_moelaabaixo_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/alvoroco/
Rio de Janeiro - Capital;Antônio’s Nordestino;R. Ati, 365 | Tanque, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081609/antoniosnordestino_caminhodaroca_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/antonios-nordestino/
Rio de Janeiro - Capital;Armazém São Thiago;R. Áurea, 26 | Santa Teresa, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081617/armazemsaothiago_checkup_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/armazem-sao-thiago/
Rio de Janeiro - Capital;Art Chopp;Estrada Macembu, 63 - 75 | Taquara, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081626/artchopp_quedeliciaderabada_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/3500-revision-v1/
Rio de Janeiro - Capital;Baixo Gago;R. Gago Coutinho, 51 | Laranjeiras, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081735/baixogago_porogodo_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/3508-revision-v1/
Rio de Janeiro - Capital;Bar da Áurea;Ladeira Ari Barroso, 20 | Leme, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081752/bardaaurea_brasileirinhosoubrasileiroenaodesistonunca_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-da-aurea/
Rio de Janeiro - Capital;Bar da Tati;Pça. Serzedelo Correia, 15  | Copacabana, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081800/bardatati_mariaisabeldatati_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-da-tati/
Rio de Janeiro - Capital;Bar do Aldo;Rua Ronald de Carvalho, 161 | Copacabana, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081809/bardoaldo_camaraofolgado_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-do-aldo/
Rio de Janeiro - Capital;Bar do Augusto;Avenida Mem de Sá, 72 | Centro, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081918/bardoaugusto_lavemeledenovo_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-do-augusto/
Rio de Janeiro - Capital;Bar do Canedo;R. Barão de Mesquita, 916 | Grajaú, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081927/bardocanedo_yonocreoenbrujasperoquelashaylashay_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-do-canedo/
Rio de Janeiro - Capital;Bar do David;Rua Ari Barroso, 66 | Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/17082210/unknown.jpeg;https://comidadibuteco.com.br/buteco/bar-do-david-rio/
Rio de Janeiro - Capital;Bar do Gilson;R. Sousa Franco, 386 | Vila Isabel, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081944/bardogilson_vacaatrevida_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-do-gilson/
Rio de Janeiro - Capital;Bar do Luisinho;R. Dois de Fevereiro, 228  | Encantado, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081953/bardoluisinho_ossinhodaroca_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-do-luisinho/
Rio de Janeiro - Capital;Bar do Mariano;R. Professor Valadares, 78 | Grajaú, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082101/bardomariano_brasileirinho_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/3530-autosave-v1/
Rio de Janeiro - Capital;Bar do Mineiro;R. Paschoal Carlos Magno, 99 | Santa Teresa, Rio de Janeiro - RJ;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082108/bardomineiro_oraoraquemelhora_capital_2026_joana_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-do-mineiro/
