cidade;nome_do_bar;endereco;imagem_prato;pagina_url
Campinas;Santo Espeto;R. Baden Powell, 1035 | Jardim Nova Europa, Campinas - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07034129/santoespeto_santamaria_campinas_2026_dreisonmedeiros-01.jpg;https://comidadibuteco.com.br/buteco/santo-espeto/
Campinas;Seo Bar;Av. Doutor Carlos de Campos, 584 | Vila Industrial, Campinas - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07034231/seobar_olagarto_campinas_2026_dreisonmedeiros-01.jpg;https://comidadibuteco.com.br/buteco/seo-bar/
Campinas;Seo Roma Bar e Restaurante;R. Rio Grande do Sul, 496 | Vila Santana, Campinas - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07034233/seoromabarerestaurante_cuscuzeiro_campinas_2026_dreisonmedeiros-01.jpg;https://comidadibuteco.com.br/buteco/seo-roma-bar-e-restaurante/
Campinas;Stadium Bar;Av. Doutor Armando Sales de Oliveira, 279 | Taquaral, Campinas - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07034235/stadiumbar_stadiumdinamus_campinas_2026_dreisonmedeiros-01.jpg;https://comidadibuteco.com.br/buteco/stadium-bar/
Campinas;Vila’s Bar;Av. Paulo de Almeida Nogueira, 41 | Taquaral, Campinas - SP;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07034236/vilasbar_bolinhodovilas_campinas_2026_dreisonmedeiros-01.jpg;https://comidadibuteco.com.br/buteco/vilas-bar/
Curitiba;Anita Restaurante e Petiscaria;R. Anita Garibaldi, 4596 | Barreirinha, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07035916/anitarestauranteepetiscaria_fuziletidebuteco_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/anita-restaurante-e-petiscaria/
Curitiba;Armazém Califórnia;Rua Saldanha Marinho, 68 | Centro, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07035921/armazemcalifornia_saboresdolibano_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/armazem-california/
Curitiba;Armazém do Espetinho;Rua Barão de Santo Ângelo, 1507 | Xaxim, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07035926/armazemdoespetinho_queijinhointrometidoeacompanhado_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/armazem-do-espetinho/
Curitiba;Baba Salim;Rua Amintas de Barros, 45 | Centro, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07035930/babasalim_magdoussasalim_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/4745-revision-v1/
Curitiba;Bar do Cláudio;Rua Niterói, 265 | Cajuru, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040035/bardoclaudio_supply_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-do-claudio/
Curitiba;Bar do Edmundo;Av. Prefeito Erasto Gaertner, 1764 | Bacacheri, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040040/bardoedmundo_pasteldebacalhau_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/4742-revision-v1/
Curitiba;Bar do Gaúcho;Rua Oliveira Viana, 513 | Hauer, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040044/bardogaucho_paocombolinho_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/3734-revision-v1/
Curitiba;Bar do Gildo;Rua José Merhy, 745 | Boa Vista, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040049/bardogildo_alcatradacasacomverdurasdocampo_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-do-gildo/
Curitiba;Bar do Montejorge;R. Professor Dario Velloso, 581 | Vila Izabel, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040053/bardomontejorge_canopolis_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-do-montejorge/
Curitiba;Bar do Morango;Rua David Geronasso, 567 | Boa Vista, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040203/bardomorango_bolinhodefrangodomorango_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-do-morango/
Curitiba;Bar Quintal Maria Flor;Rua Holanda, 1089 | Boa Vista, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040207/barquintalmariaflor_encantomagiaeuforia_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bar-quintal-maria-flor/
Curitiba;Basset Lanches;Rua Marechal Hermes, 1024 | Centro Cívico, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040212/bassetlanches_escabasset_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/basset-lanches/
Curitiba;Bendito Boteco da Galera;Rua Itajubá, 618 | Portão, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040220/benditobotecodagalera_minikaftas_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/bendito-boteco-da-galera/
Curitiba;Boteco da Ordem;Avenida Jaime Reis, 12 | São Francisco, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040356/botecodaordem_espetinhodetorresmonopaofrances_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/boteco-da-ordem/
Curitiba;Boteco do Batel;Rua Alferes Ângelo Sampaio, 1671 | Batel, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040401/botecodobatel_rabodeboteco_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/boteco-do-batel/
Curitiba;Boteco do Careca;R. Dr. Alfredo Vieira Barcelos, 285 | Uberaba, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040405/botecodocareca_ribspotato_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/boteco-do-careca/
Curitiba;Boteco do Peroba;Avenida Manoel Ribas, 7412 | Santa Felicidade, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040409/botecodoperoba_medalhaodepernil_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/boteco-do-peroba/
Curitiba;Boteco do Zampi;Rua Omar Raymundo Picheth, 903 | Xaxim, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/18012746/bardozampi_brusquetadebuteco_curitiba_2026_gerohoffmann_1.jpg-scaled.jpeg;https://comidadibuteco.com.br/buteco/boteco-do-zampi/
Curitiba;Botega Bar e Petiscaria;Avenida Manoel Ribas, 7250 | Santa Felicidade, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040516/botegabarepetiscaria_trembaod_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/botega-bar-e-petiscaria/
Curitiba;Brado Bar;Rua Vitório Marenda, 36  | Afonso Pena, São José dos Pinhais - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040521/bradobar_trouxinhadealface_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/brado-bar/
Curitiba;Buteco do Minero;Rua Omar Raymundo Picheth, 784 | Xaxim, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040525/butecodominero_omiodobuteco_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/buteco-do-minero/
Curitiba;Cabana Bar & Petiscaria;Av. Marechal Humberto de Alencar Castelo Branco, 655 | Cristo Rei, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040529/cabanabarepetiscaria_combinadocabana_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/cabana-bar-petiscaria-2/
Curitiba;Casa D’Bia;Rua Roraima, 1369 | Cajuru, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040534/casadbia_raizesdosertao_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/casa-dbia/
Curitiba;Casa Velha;Rua Mateus Leme, 5981 | Abranches, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040716/casavelha_croqueteducasa_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/3082-revision-v1/
Curitiba;Cataia Bar;Rua Paula Gomes, 13 | Centro, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040720/cataiabar_kibecaicara_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/cataia-bar/
Curitiba;Dom Rodrigo;Av. Vereador Toaldo Túlio, 2275 | Santa Felicidade, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040724/domrodrigo_arabezinhadebotequim_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/4760-autosave-v1/
Curitiba;Gordo & Magro Gastrobar;Rua Theodoro Makiolka, 2009 | Santa Cândida, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040729/gordoemagrogastrobar_verdequetequerobacon_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/gordo-magro-gastrobar-3/
Curitiba;Jacobina Bar;R. Conselheiro Carrão, 348 | Juvevê, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040733/jacobinabar_mexidaodavo_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/jacobina-bar/
Curitiba;KO Gastropub;Rua Pedro Krasinski, 60 | Capão Raso, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040905/kogastropub_caponatacomcostelinhadeapoio_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/ko-gastropub/
Curitiba;O Taberneiro;Rua Dom Pedro I, 643 | Água Verde, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040910/otaberneiro_colherarmadilha_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/o-taberneiro/
Curitiba;Obrzut-Bar;Rua Moacir Vieira Gomes, 49 | Campo Comprido, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040914/obrzutbar_buracoquentedefraldinha_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/obrzut-bar/
Curitiba;OZ 70 Bar e Restaurante;R. Francisco de Paula Guimarães, 369 | Ahu, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040919/oz70bar_tartaroz_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/oz-70-bar-e-restaurante/
Curitiba;Paparico Gastrobar;Rua Leão Sallum, 1240 | Boa Vista, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07040923/paparicogastrobar_bolinhografiadobrasil_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/paparico-gastrobar/
Curitiba;PickNick Bar;Avenida Manoel Ribas, 5966 | Santa Felicidade, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07041030/picknickbar_crostela_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/4787-revision-v1/
Curitiba;Puinas Bar;Av. Vereador Toaldo Túlio, 1136 | Santa Felicidade, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07041034/puinasbar_brocheta_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/puinas-bar/
Curitiba;Rancho Kanela;Rua José Marcassa, 392 | Xaxim, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07041038/ranchokanela_kibedeagriao_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/rancho-kanela/
Curitiba;Rosti Bar e Food;Rua Enette Dubard, 175 | Tatuquara, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07041042/rostibarefood_bolinhocervejeiro_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/rosti-bar-e-food/
Curitiba;Schnaps Bar;Rua André Zanetti, 129 | Vista Alegre, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07041047/schnapsbar_misturadinhodacasa_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/4793-autosave-v1/
Curitiba;Seu Luís Bar e Petiscaria;Rua José Ziliotto, 223 | Centro, São José dos Pinhais - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07041157/seuluisbarepetiscaria_crepedeespinafre_curitiba_2026_gerohoffmann-scaled.jpg;https://comidadibuteco.com.br/buteco/seu-luis-bar-e-petiscaria/
Curitiba;Trieste Bar e Restaurante;Rua Professor Francisco Zardo, 920 | Santa Felicidade, Curitiba - PR;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07041202/triestebarerestaurante_crepinafre_curitiba_2026_gerohoffmann_1-scaled.jpg;https://comidadibuteco.com.br/buteco/trieste-bar-e-restaurante/
Florianópolis;Aukanaii;Rodovia Jornalista Manoel de Menezes, 1264 | Barra da Lagoa, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042252/aukanaii_coxinhaterraemar_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/aukanaii/
Florianópolis;Bar e Restaurante Tarrafada;Av. das Rendeiras, 1796 | Lagoa da Conceição, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042254/barerestaurantetarrafada_ofeiticodaconceicao_florianopolis_2026_jocielerodriues.jpg;https://comidadibuteco.com.br/buteco/bar-e-restaurante-tarrafada/
Florianópolis;Bar Vodu;Rua Victor Meirelles, 154 | Centro, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042256/barvodu_caponatadealcachofracompaomaltadotostado_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/bar-vodu/
Florianópolis;Basílio Steakhouse;R. Intendente João Nunes Vieira, 1058 | Ingleses, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042258/basiliosteakhouse_linguicaartesavaldobasilio_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/basilio-steakhouse/
Florianópolis;Bendito Boteco;Rua da Universidade, 346 | Pedra Branca, Palhoça - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042416/benditoboteco_acoladamimosa_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/bendito-boteco/
Florianópolis;Boteco do Alemão;Av. Hercílio Luz, 692 | Centro, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042420/botecodoalemao_torpedodecostela_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/boteco-do-alemao/
Florianópolis;Boteco do Paru;Rua José Bonifácio, 311 | Canto, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042422/botecodoparu_escondidinhodesiri_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/boteco-do-paru/
Florianópolis;Botequim das Flores;Rod. Gilson da Costa Xavier, 1520 | Sambaqui, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042424/botequimdasflores_caldeiraodamagia_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/botequim-das-flores/
Florianópolis;Camarão do Rafa;Rua Hypólito Gregório Pereira, 605 | Canasvieiras, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042544/camaraodorafa_bolinhodefeijoada_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/camarao-do-rafa/
Florianópolis;Camarão Manezinho;Av. Leoberto Leal, 1066 | Barreiros, São José - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042547/camaraomanezinho_ostrareal_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/camarao-manezinho/
Florianópolis;Centro Social da Cerveja;Av. César Seara, 19 | Carvoeira, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042549/centrosocialdacerveja_catupykinsh_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/centro-social-da-cerveja/
Florianópolis;Dona Jovem Bar;Av. Hercílio Luz, 636 | Centro, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042551/donajovem_boidesaia_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/dona-jovem-bar/
Florianópolis;El Gato Gastro Pub;Rodovia Doutor Antônio Luiz Moura Gonzaga, 4381 | Rio Tavares, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042552/elgatogastropub_bocadilhodoelgato_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/el-gato-gastro-pub/
Florianópolis;Encantos do Peri;Rodovia Francisco Thomaz dos Santos, 4527 | Pântano do Sul, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042714/encantosdoperi_croquetebrocoro_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/encantos-do-peri/
Florianópolis;Gambarzeira;R. Cônego Serpa, 68 | Santo Antônio de Lisboa, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042716/gambazeira_triocaicara_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/gambarzeira/
Florianópolis;Gela Guela;Avenida das Rendeiras, 2096 | Lagoa da Conceição, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042718/gelaguela_lagoatropical_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/gela-guela/
Florianópolis;La Previa;R. Cyro Belli Müller, 53 | Santa Mônica, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042719/laprevia_bunuelito_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/la-previa/
Florianópolis;Mr. Expetto;R. Lauro Linhares, 1065 | Trindade, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042722/mrexpetto_camaraoalholholho_florianopolis_2026_jocielerodriues.jpg;https://comidadibuteco.com.br/buteco/mr-expetto/
Florianópolis;Nacanoa Oyster Bar;Rod. Baldicero Filomeno, 7176 | Ribeirão da Ilha, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042824/nacanoaoysterbar_harumar_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/nacanoa-oyster-bar/
Florianópolis;Okinka – Gastrobar Africano;R. Nunes Machado, 132 | Centro, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042826/gastrobarafricanookinka_rissolisdailha_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/okinka-gastrobar-africano/
Florianópolis;Parador 714;Avenida das Rendeiras, 1908 | Lagoa da Conceição, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042828/parador714_maricotaenfeitada_florianopolis_2026_jocielerodriues.jpg;https://comidadibuteco.com.br/buteco/parador-714/
Florianópolis;Pé na areia;Rua Amaro Coelho, 221 | Barra da Lagoa, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042830/penaareia_bolinhasrusticas_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/pe-na-areia/
Florianópolis;Quintal 32;R. Cruz e Souza, 32 | Centro, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042832/quintal32_spetonoffaoporo_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/quintal-32/
Florianópolis;Quiosque do Mozo;R. Pereira Oliveira, 0 | Centro, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042944/quiosquedomozo_almondegasbrazica_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/quiosque-do-mozo/
Florianópolis;Quiosque Fênix;Tv. Leopoldo João Santos, 114 | Lagoa da Conceição, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042946/quiosquefenix_charutodaterra_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/quiosque-fenix/
Florianópolis;Rufus Bar;R. Manoel Isidoro da Silveira, 655 | Lagoa da Conceição, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042948/rufusbarverdusquetas_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/rufus-bar/
Florianópolis;Siri na Lata;Rua São José, 610 | Balneário, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07042952/sirinalata_siriporocolis_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/siri-na-lata/
Florianópolis;Sufoco’s Bar;Av. Campeche, 3733 | Campeche, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07043115/sufocosbar_torpedojuntoemisturado_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/sufocos-bar/
Florianópolis;Tonho Boteco;R. Quinze de Novembro, 181 | Santo Antônio de Lisboa, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07043117/tonhoboteco_tropeirodotonho_florianopolis_2026_jocielerodriues.jpg;https://comidadibuteco.com.br/buteco/10087-revision-v1/
Florianópolis;Trapiche Bar;R. Jerônimo Coelho, 60 | Centro, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07043119/trapichebar_caldeiraodasbruxas_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/trapiche-bar/
Florianópolis;Zeca Bar e Restaurante;Av. Pequeno Príncipe, 3348 | Campeche, Florianópolis - SC;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07043121/zecabar_empadinhadopescador_florianopolis_2026_jocielerodrigues.jpg;https://comidadibuteco.com.br/buteco/10089-revision-v1/
Fortaleza;Bar do Nem;R. General Clarindo de Queiroz | Centro, Fortaleza - CE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07061910/bardonem_sertaoverdenochaocoracao_fortaleza_2026_alanaalmeida-165_2.jpg;https://comidadibuteco.com.br/buteco/10094-revision-v1/
Fortaleza;Bar O Camocim;R. Padre Mororó, 1012 | Centro, Fortaleza - CE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07061914/barocamocim_tropeiraodacasa_fortaleza_2026_alanaalmeida-20_2-scaled.jpg;https://comidadibuteco.com.br/buteco/3801-revision-v1/
Fortaleza;Boteco Di Garagem;Rua Bento Gonçalves, 703 - Loja 07 | Novo Mondubim, Fortaleza - CE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07061917/botecodigaragem_ninhocaipira_fortaleza_2026_alanaalmeida-11_2.jpg;https://comidadibuteco.com.br/buteco/boteco-di-garagem/
Fortaleza;Buteco Afonso Pescados;Alameda das Begônias, 202 - Casa | Cidade 2000, Fortaleza - CE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07062054/butecoafonsopescados_camaraocroccroc_fortaleza_2026_alanaalmeida-11_4.jpg;https://comidadibuteco.com.br/buteco/buteco-afonso-pescados/
Fortaleza;Estaleiro do Gaúcho;Av. Beira Mar, 4436 - Lojas 7/8 | Meireles, Fortaleza - CE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07062057/estaleirodogaucho_flordefogo_fortaleza_2026_alanaalmeida-176_2.jpg;https://comidadibuteco.com.br/buteco/estaleiro-do-gaucho/
Fortaleza;GPetiscos;Rua Sousa Girão, 133 | José Bonifácio, Fortaleza - CE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07062059/gpetiscos_saboresdaterra_fortaleza_2026_alanaalmeida-122.jpg;https://comidadibuteco.com.br/buteco/gpetiscos/
Fortaleza;Juju Boa Ideia;Rua Pescador João Santana, 49 | Mucuripe, Fortaleza - CE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07062103/jujuboaideia_arraiatropicana_fortaleza_2026_alanaalmeida-148.jpg;https://comidadibuteco.com.br/buteco/juju-boa-ideia/
Fortaleza;Long Beer;R. Bélgica, 1050 - A | Maraponga, Fortaleza - CE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07062206/longbeer_jeitinhonordestino_fortaleza_2026_alanaalmeida-156.jpg;https://comidadibuteco.com.br/buteco/long-beer/
Fortaleza;Moreirinha Grill;Rua Recanto Tranquilo, 310 | Itaperi, Fortaleza - CE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/02/12060043/cdb26_kv.png;https://comidadibuteco.com.br/buteco/morerinha-grill/
Fortaleza;Mr. Grego – Espetiscaria;Rua Carlos Juaçaba, 0  | Maraponga, Fortaleza - CE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07062210/mrgrego_cupimdebuteco_fortaleza_2026_alanaalmeida-114_2.jpg;https://comidadibuteco.com.br/buteco/mr-grego-espetiscaria/
Fortaleza;O Cabeludo;Rua Isaie Boris, 383 | Montese, Fortaleza - CE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07062315/ocabeludo_brasadosertao_fortaleza_2026_alanaalmeida-72_2.jpg;https://comidadibuteco.com.br/buteco/o-cabeludo/
Fortaleza;Panelada da Rita;Rua Monsenhor Agostinho, 823 | Vila Peri, Fortaleza - CE;https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/07062317/paneladadarita_paneladamatuta_fortaleza_2026_alanaalmeida-62.jpg;https://comidadibuteco.com.br/buteco/panelada-da-rita/
